Sample,EquilibriumCount,StableEquilibriumCount,HasPhysicalBistability,LowerFoldSodium0,UpperFoldSodium0,UpperFoldSodium02,SodiumFoldChange,SodiumComparisonAvailable,SodiumDirectionPreserved,UnexpectedStability,OscillatoryInstability,UnexpectedFoldGeometry,alphaMultiplier,betaMultiplier,kaMultiplier,r0Multiplier,krMultiplier,KrMultiplier,prMultiplier,KsMultiplier,nsMultiplier,fminMultiplier,KfMultiplier,nfMultiplier,gzMultiplier,kzMultiplier,KzMultiplier,nzMultiplier
229,3,2,1,-0.854428708924884,0.387076953748443,0.189513174801238,-0.197563778947204,1,1,0,0,0,0.923993425776993,1.12032841168367,0.948720631229391,0.829192149834582,1.092429935317,0.955604538181051,0.829532747199329,1.13257899702797,0.904256437927392,0.849686267281044,0.978399156961609,0.82748618006523,0.953335773955829,0.875833980763838,0.913333128341511,0.823692355958944
230,3,2,1,-0.893810178065912,0.260731432043299,0.124555146118041,-0.136176285925257,1,1,0,0,0,1.15131917126313,0.842903743313284,0.905221060756292,0.991397706698819,1.07144639679806,1.10133507843473,0.880324669648527,0.987133222321002,0.810065881324798,1.16344799566513,1.07945535210315,1.00248353636013,1.01203328900823,1.12491709766157,0.880592812507833,0.974518326560474
231,3,2,1,-0.929150670057377,0.552150496945465,0.362412796178801,-0.189737700766664,1,1,0,0,0,0.850351676879937,0.919194712768865,1.15252885014981,1.04101049160535,0.956574668247498,1.14297387007283,1.15548240357191,0.971148187250003,1.06533847792779,0.82136884318545,0.940529986986412,1.1906999190987,1.02351674412016,0.83686395396739,1.13474356460233,0.981622069665411
232,3,2,1,-0.884230965572665,0.384654982791187,0.204792554125697,-0.179862428665489,1,1,0,0,0,1.1448466912286,0.84950875238493,1.12409767781517,0.849042129729431,0.855218253245763,0.823191844589517,0.837582270170202,1.12499779186879,1.03266413535147,0.86005733838793,0.971401774719039,0.821129996347132,0.9387694832568,0.959695514776775,0.821553694078588,1.03910821684906
233,3,2,1,-0.658327339644914,0.409876664014144,0.274838783564179,-0.135037880449965,1,1,0,0,0,1.12539974075136,1.04524726922075,1.04604500417585,0.985261322957963,0.974904616320619,1.11278629254023,0.945740553600635,1.07979707518265,1.19822926474308,0.993652996851474,1.19400730789309,0.858397859411076,0.985929735609225,1.10013486986195,0.949627426999604,1.01840475272012
234,3,2,1,-1.26070495005167,0.332605644402367,0.221232608620222,-0.111373035782145,1,1,0,0,0,1.17793135841629,0.875072640259812,0.890082393170813,0.961360740112429,0.823383861069918,0.978773060288109,1.04439597136373,1.07412605637025,1.10640778642179,0.883376625101553,1.0363383530405,0.949996672301555,1.14767896012797,0.992372980395303,1.19726586598198,1.19662440558248
235,3,2,1,-1.04942228743173,0.444369883860969,0.289940453495019,-0.15442943036595,1,1,0,0,0,1.15263648490917,0.857906443829031,1.09260832011297,1.00068064758851,1.05532413852594,1.1945510987534,1.16915001350204,1.04804257964871,0.919354725543179,1.02010618330136,1.17800939251971,1.04426969904017,1.16641850796643,0.992402214878041,1.10628159250077,1.14473749368047
236,3,2,1,-0.705230230532572,0.37822322675343,0.259999571661546,-0.118223655091884,1,1,0,0,0,1.16586361001605,0.826992867705498,0.864048579351124,0.855110738901709,0.981875229776146,1.14530573159465,1.0318039288042,1.15352722889386,1.10854989871047,0.951677475786903,1.11725502149973,0.898147214440999,1.01951128983221,1.12924753531436,1.13876472514736,0.974139504786625
237,3,2,1,-0.885329647123299,0.327152567956855,0.20234279146223,-0.124809776494625,1,1,0,0,0,0.983322011388577,1.09508542039059,0.909648963411336,0.812454705852989,1.15728773970633,0.892640612316279,0.846492204867539,0.937482600227059,1.12189316124392,1.01475128299792,0.854222754061364,1.19299668075243,0.959496996332905,0.974778249257363,1.16996942568559,0.907704083154319
238,3,2,1,-0.780120474701227,0.67442123487561,0.447659871205801,-0.226761363669809,1,1,0,0,0,0.814261650238109,1.00932299878871,1.16023783400867,1.0880246936799,0.887447001737905,0.916736581396459,1.07146828471224,1.15387080448318,1.09690461989138,0.990570272695926,1.04835284943867,1.02537039945003,1.11649148667818,0.823455719767361,1.1627753266673,0.975302347506061
239,3,2,1,-0.532948039225444,0.366766128397694,0.193585653042345,-0.173180475355349,1,1,0,0,0,1.03900790002509,0.847164661286744,1.12444096473823,0.814411888846534,0.89206676240339,1.08579835874912,0.845023293146049,0.941765195298926,0.867914507200965,0.816571888164273,0.869485086239704,0.955701400377626,0.88293012255485,1.15719713583173,0.943202917125125,1.03452053226021
240,3,2,1,-0.713195455613116,0.380100073778963,0.233767026869748,-0.146333046909216,1,1,0,0,0,0.883187771310836,1.08436619147523,0.935455739612583,1.01092549835906,0.809760101768499,0.845054355604896,1.07289062552022,1.01828141197726,1.12902571485359,0.886105706030644,1.15819648023044,1.15603039649485,1.01037368332966,1.09518586261645,1.00482742414552,0.998766561906008
241,3,2,1,-0.85500712330517,0.318945541833264,0.17113262393404,-0.147812917899224,1,1,0,0,0,1.00836191203163,0.838748345373587,0.946486570758729,1.10696665101809,0.889355649905892,1.16781775626658,0.887639307324078,0.982994309861593,0.966105720293439,0.912101945554121,1.06680007258434,0.917847190329399,0.813871930415887,0.867872632357132,0.897872389810597,0.948296612097423
242,3,2,1,-0.955598620600194,0.338868049291647,0.209040373225027,-0.12982767606662,1,1,0,0,0,1.08574917901665,0.878951318893012,0.83254150606229,1.12642517986219,1.0808240867434,1.19243373518777,0.82219559783571,1.15458291431889,1.1567899061032,0.894547989928278,0.85918093817343,0.97185478208088,1.04689033971088,1.17064912469128,0.965874063506403,1.1225198210825
243,3,2,1,-1.06894723910837,0.285022878271469,0.149356539135193,-0.135666339136276,1,1,0,0,0,1.11688630787895,0.980688561534181,0.955602116976191,0.896445893839278,1.09458414031228,0.825684579167868,0.933132845505924,0.965806723146547,0.900375155907051,1.0142748917,1.07136108047398,1.04866339784364,1.10170068503214,1.12273755497289,0.904920054804052,1.13888050951151
244,3,2,1,-1.66641422250813,0.227112272858987,0.0877780446580272,-0.13933422820096,1,1,0,0,0,1.15000499367361,0.935682733233582,0.913539400752558,1.07656572808903,0.991824458865071,1.10247476408543,1.14928481330164,0.957813625202351,0.896766944330725,0.896675365908849,0.905024213035837,0.844252748362061,1.04649556659433,0.839769774516925,0.821465834173033,1.07430336440117
245,3,2,1,-0.591378900771998,0.272908406840827,0.116104985480449,-0.156803421360378,1,1,0,0,0,0.865388009876502,1.04259776760117,0.949671998657591,1.17183462127403,0.837011913271247,0.830953984256975,1.09887743697533,0.946226140287977,1.13990721152542,1.08375718591173,0.970697763900462,0.873982457443923,0.828467302533918,1.09945122891553,0.823217821400665,0.956301748710746
246,3,2,1,-0.758980078113323,0.285168936744283,0.125365407342852,-0.159803529401431,1,1,0,0,0,0.875488640883791,1.07062339451539,1.02710485638968,1.13421679425742,0.894665935214203,0.821460162755381,1.13847661077857,0.876344046069291,0.991195573936246,0.978029652839769,0.951388305024264,0.900400129837485,0.828909965290397,0.840358941853571,1.04603613229134,0.833633346273822
247,3,2,1,-1.35260371127861,0.312233105346598,0.192517972735896,-0.119715132610702,1,1,0,0,0,1.07812716431411,0.847929866649482,0.873050545315987,0.903835478997958,0.999095679689013,1.08302439677984,0.914362499117182,0.935291340488244,0.898331034292121,0.88424727220555,1.10218876762557,1.00594801722684,0.997248611130963,0.811202645044195,1.17857926247723,1.1776981236638
248,3,2,1,-1.61175071486132,0.289006656996416,0.129846666007082,-0.159159990989334,1,1,0,0,0,1.08503116755637,0.986544732755876,0.948907878702887,0.983845881818863,0.964336006011086,0.980228104882981,0.947252831544086,1.04271408054551,0.845055235962346,0.85161115340839,0.853010561781351,0.91379352862228,1.19502786878922,0.895533511586124,0.99510502240916,1.09003282955958
249,3,2,1,-0.771761886026797,0.353197208995389,0.209512618556939,-0.14368459043845,1,1,0,0,0,1.01728407371844,0.974523785800189,0.943699068484416,0.945992727050034,0.82030499964964,1.05484388051126,0.834465079157284,1.07358181787326,1.18856930910028,1.11717765283643,0.97058153075329,0.963787694398362,1.0041198807527,1.12811450570807,0.943634521061854,0.843852504574387
250,3,2,1,-1.12421402092527,0.249147383397556,0.10002390429939,-0.149123479098167,1,1,0,0,0,1.05620865481712,1.16208592526903,1.07328006004642,1.05443018698112,1.15393053401599,1.16189283407102,0.941851642568983,0.813497835793698,0.841954361412041,0.990283648428289,0.959479879131804,0.90018777183495,1.03585866017708,1.0334821334684,0.829181999485889,1.01767066478624
251,3,2,1,-0.906191187192177,0.367629072912623,0.161324913774302,-0.206304159138321,1,1,0,0,0,1.02857964914137,1.09175598858091,1.10267214462504,1.18808516587918,1.01631902955853,1.00662314376141,1.05783216323263,1.10500868062151,0.923609016196602,0.825700348777705,0.839785414505755,0.875691302726278,1.15321703689539,1.16983362905164,0.83540726337204,1.05115613085404
252,3,2,1,-1.29768298823882,0.139587991922487,0.028593178519363,-0.110994813403124,1,1,0,0,0,1.19957758129092,1.19164145942141,0.835237559640781,0.825804056490273,1.15906379358894,0.916135071946112,0.997565766378359,0.801973272076158,0.982771419019796,1.04957177058111,0.810162655970727,0.831032610652493,0.898871020955325,0.941904343117814,0.801080634659794,0.80336138950655
253,3,2,1,-0.917538370005693,0.451380451866412,0.254952561377162,-0.196427890489251,1,1,0,0,0,1.04835256068531,1.08810430059282,1.05380126970801,0.862542486449136,1.1961123735622,0.847700292788927,0.907798204691869,1.19635252010553,0.893133234236563,0.926625002073981,1.08605638520734,0.899046912807431,1.13770528385416,0.966864036723861,0.968908485789954,0.959073616457911
254,3,2,1,-0.90568777695139,0.393706598037638,0.240247687862321,-0.153458910175317,1,1,0,0,0,0.961391016041337,1.15496678782102,0.842474864939859,0.831037386324477,1.05097276382086,0.900895075436501,1.14062261426657,1.1862645427818,1.15815817386091,0.939918448922591,0.918578362659569,1.16695608927291,0.809971239657162,0.904304104652489,0.856680560108065,1.11332458854709
255,3,2,1,-1.05406445957901,0.416121426689397,0.210381549421738,-0.205739877267659,1,1,0,0,0,1.10429495920861,0.93284187100806,1.15893330593558,1.15653062416871,0.801960271266296,1.012252551864,1.03397782239976,1.19257816114352,1.01062450098264,0.975968229813064,0.913583769675707,0.874055137548634,1.02616947035806,0.911178667249502,0.859819884995097,0.986718578506643
256,3,2,1,-0.755757866359757,0.443560145192921,0.283827550653843,-0.159732594539079,1,1,0,0,0,0.877645214974778,1.02342352181507,0.85872766395812,0.91178875696111,0.94695071578642,0.864377399330236,1.12433418507009,1.16450263585146,1.10171843185264,1.07252822028268,0.994835037776022,0.902560250540856,0.860201148072702,0.846472563033239,1.09712734734351,1.03725092851574
257,3,2,1,-1.1771462362185,0.261753460992425,0.137814544759375,-0.12393891623305,1,1,0,0,0,1.10909887159933,1.17821738244316,0.803287328649845,0.996708128356432,1.18553079081404,1.1575633992717,0.916441520631475,1.05295395978545,0.96515552818797,0.872346074376223,0.822345809100962,0.822722858529671,1.08837708496151,0.966267064149639,1.13572514877331,0.898695163718682
258,3,2,1,-0.39816292656051,0.504041506897062,0.349493182849483,-0.154548324047579,1,1,0,0,0,0.868345274674898,0.835162685628884,0.836716299673909,0.856817639356303,1.15271329912377,1.16963065702504,0.872152437369797,1.1597815447133,1.08737690627974,1.0894347886963,1.16586300429178,0.881682164309358,0.82014442758422,0.893749971368613,1.16080208874021,0.897914640542938
259,3,2,1,-1.34178228883827,0.351724951722482,0.223848920589172,-0.127876031133309,1,1,0,0,0,1.12353477300986,0.973081695192095,0.857806618089672,0.848863376658365,1.00762420576614,0.996895726741351,0.972834172551967,1.12760976289728,1.00675081951538,1.19847608148087,0.91756086220098,0.843088285784059,1.07515530599369,0.861342419289734,1.19700724373685,1.17671050827825
260,3,2,1,-1.96494254593762,0.194915105767737,0.0894908965028639,-0.105424209264873,1,1,0,0,0,1.10547051098126,0.941913277194976,0.839647128711639,1.11387742486292,1.11445488156095,0.837470789407355,0.865138247538716,0.861263072924699,0.961425744169315,0.872053472482269,0.897676037361244,1.11901543651773,1.10779915770763,0.802156085929417,1.05030578767621,1.12046188021929
261,3,2,1,-1.05706992035206,0.313788317346695,0.179544630778748,-0.134243686567947,1,1,0,0,0,1.10377839229505,0.912665480210501,0.891225304444948,0.983141623596349,0.844498375049849,0.988828599067177,0.873047138501219,1.0943644508658,1.02573584972379,1.0826736247573,0.842635820827931,1.13126935373763,1.14279409283017,1.04267151047495,1.16828755902298,0.960015833500731
262,3,2,1,-0.511274042159622,0.407358751106331,0.258651348153987,-0.148707402952344,1,1,0,0,0,0.894517237665698,1.05208184086266,0.992304549573565,0.862872115390695,0.868274718301033,0.972259631520488,1.06031603348217,0.921005578015068,1.01456254867073,0.891452204346255,1.04634453938724,0.888336245697256,0.871060820871544,1.01020300190456,1.13762761060809,1.06066156343227
263,3,2,1,-1.73965924964595,0.31349296938193,0.14035588978489,-0.17313707959704,1,1,0,0,0,1.09876738589542,1.18373140265164,0.962156024561449,1.16325406420084,0.973704611874824,0.94652271672352,0.877210829849666,1.18763853981789,1.06872159403942,0.881994567591137,0.813684112757706,1.00731068750794,1.07858424566368,0.824781783982256,0.834289775494055,1.19681154680825
264,3,2,1,-0.499892560336061,0.298115850514956,0.190004830185021,-0.108111020329935,1,1,0,0,0,0.981566243239914,1.09151451657082,0.833003126399813,0.802407861370304,1.0454653688551,1.19721441730023,0.914687446124679,0.869792521578922,1.02982415500809,0.847341410919272,1.07343427926875,0.916278211470935,0.814608726571853,1.17837541504795,1.07884721394518,0.972416399665914
265,3,2,1,-0.516056492920141,0.363746895026775,0.201254365627215,-0.16249252939956,1,1,0,0,0,1.12110553664778,0.945130192960725,1.17597966322584,0.893800007265031,1.01449152167804,1.01069348647552,1.02066833425114,0.910671328026152,0.809257490166833,1.04938284491401,1.10360390363429,0.972236306034746,0.997492268278428,1.15952910168283,1.02441260213863,0.905446937043916
266,3,2,1,-0.715943656130262,0.255882452174466,0.108746019998465,-0.147136432176001,1,1,0,0,0,1.08910404092069,1.1822811765703,0.869694334918603,1.19764307534325,1.12851189114992,0.808529159483474,1.09944288277782,1.07791948052619,0.802470300987635,1.05222197270086,1.061550609738,0.839326034067307,0.861760070032984,0.900453431756362,1.08381347892254,0.942027800827909
267,3,2,1,-1.24596389498332,0.260521901135023,0.134708112286937,-0.125813788848086,1,1,0,0,0,1.17124294826401,1.06724086650066,1.056417834218,0.803182102214471,0.913427537874765,0.880257128744474,0.964867733810135,0.873019138855664,1.18452449287986,1.02944783905829,0.80513230691999,1.15664700968904,0.933477123256717,0.993305410587176,0.814442879623639,1.15947029882648
268,3,2,1,-0.626377980604815,0.382784574354101,0.218196696240003,-0.164587878114098,1,1,0,0,0,1.07592244546691,0.936369405881902,1.14592112230834,0.857885516368784,0.970661918364102,0.871030056548475,1.11271926362572,0.97775420369446,0.975460530756624,1.06965208467875,1.03108741604177,1.1998045507918,0.93312377202122,1.14738895356701,0.850236866419822,0.879447383725345
269,3,2,1,-1.60050485577361,0.306863469162476,0.137622687463156,-0.16924078169932,1,1,0,0,0,1.11608719458081,1.02246468611115,1.17938363789404,1.18281951362602,1.14305697042655,1.00747958384788,0.923873618371721,0.918117848950707,1.06612946511885,0.982483174781462,0.860736209217918,0.898013275648477,1.06668475499442,0.845499057154532,0.806289787497284,0.972716250570165
270,3,2,1,-0.394437178347265,0.401013908466437,0.266290631144086,-0.134723277322351,1,1,0,0,0,1.02888260262788,0.911830312029364,0.813443595163673,0.89271825411574,1.09623824173475,0.984828801329874,1.0208874427035,1.19783870524058,1.06834911521636,0.904982549367014,1.00563056750395,0.978968290533937,0.872624493329582,1.15738013824683,1.14184081858024,0.918725093040033
271,3,2,1,-1.29344533200816,0.414339954028884,0.212595201894694,-0.20174475213419,1,1,0,0,0,0.820128568447548,1.11573234307263,1.13504973789189,1.00189046032739,0.891030350203127,0.887307016085293,1.017190554879,0.945568889493394,1.16205212966583,0.830412275399804,0.820853778707843,0.812418792947517,1.11048506317476,0.882586719854164,0.908407662079769,1.00882178538559
272,3,2,1,-0.592800038989009,0.346937638296926,0.164453974579807,-0.182483663717118,1,1,0,0,0,0.965055499494791,1.10589772247494,0.924625182086994,1.12447983756028,0.807825736503125,0.891280104507315,1.14880227755021,1.14875497032924,0.841837371909496,1.10221872657666,1.09281358816562,0.872668525540603,1.09243109969639,1.19833344291519,0.986604125516879,1.190097528996
273,3,2,1,-1.15999456192672,0.367155772945313,0.203353437317791,-0.163802335627523,1,1,0,0,0,0.921515272546825,1.13009425385024,0.97637500237805,1.11480469210152,1.12646476295676,1.11101416848854,0.812726436621494,0.989075616091222,0.974452277661756,0.936522613041477,1.12368209852815,1.00140810589452,1.17013903375108,0.9927750436335,0.919992585241208,0.975986202684247
274,3,2,1,-0.70581915656578,0.51805849663203,0.32688528395646,-0.191173212675571,1,1,0,0,0,0.983563289225968,1.0707778176269,1.05237057163516,0.975388767636255,1.16958138544746,0.932969872655646,0.899243982249664,1.14834223246349,0.916943066295867,1.06511383153527,1.14356671068869,1.12382383841445,1.19939234124166,1.14429910361579,1.06163930861202,1.15007949570921
275,3,2,1,-0.752118901487108,0.407423293688751,0.25442254713146,-0.15300074655729,1,1,0,0,0,1.00522897793034,0.972415822557246,0.944442271776485,0.812831123857522,1.16750198366661,0.992376136397144,1.17793188833024,1.08932956818732,1.13978005272695,0.883863564583503,1.1127950006681,0.898456066083576,0.953443277207628,1.02642315830224,0.819802857216955,0.810392583567495
276,3,2,1,-1.37587938231129,0.246547361207166,0.128535565047615,-0.118011796159552,1,1,0,0,0,1.13892238820062,1.03011616983732,0.908720170302013,1.09693413139995,1.16610398476949,0.883027917834936,1.14321777191345,0.949631377636552,1.0495455415776,0.955410125533989,1.15779790838191,0.970947040431549,1.07100883302881,0.931766045760747,0.845391052920469,0.939145240408974
277,3,2,1,-0.938280033332206,0.34934960933763,0.199817267138792,-0.149532342198839,1,1,0,0,0,1.0211379062708,1.05091517321243,0.898289299061388,0.854666242248774,0.982594330541744,0.954495779411026,1.07448405096031,1.07020516706193,0.947900114489727,1.15876571188723,0.863500784654264,1.07579059806269,0.986126446703627,1.02198315931895,1.04113490854568,1.1355105833687
278,3,2,1,-1.24423571606897,0.375595745101577,0.232320645815087,-0.14327509928649,1,1,0,0,0,1.02628937295369,0.84158162907765,0.922628023585677,1.14569568142103,0.921504231405448,1.14671818164765,1.06327916255801,1.05352932950867,0.970913681694445,0.939516023820787,1.17672497442662,0.823573886055768,1.14248378523968,0.850861354705721,1.13326099018212,1.01373358938256
279,3,2,1,-0.957217444498817,0.375525976714898,0.221960464190057,-0.153565512524841,1,1,0,0,0,0.893069440006251,0.928446703089286,0.948188305461675,0.974451110359734,1.06796123005837,0.899301154831397,1.1782156586063,0.976136315280976,1.18920816132354,1.12238083769096,0.89807723405114,1.02503303256799,1.05150358003498,1.04489325746856,0.945340489717116,0.83435111308588
280,3,2,1,-0.746084046941484,0.383562738110822,0.205503400321604,-0.178059337789218,1,1,0,0,0,1.03027722155457,0.932697836801502,1.18293499127598,1.19287328441132,1.10728965815726,0.868691939113669,0.998286685002052,0.980794047308022,1.04621461204441,1.16855887989606,0.882300817509248,0.841849745254811,0.801965909568234,0.869590216465809,0.923421728765464,0.953265871028487
281,3,2,1,-0.837808305904007,0.408069815142628,0.213966687037276,-0.194103128105352,1,1,0,0,0,1.17658378635441,1.19033622941383,1.18911974604688,1.18826134440986,1.11105395731471,0.941855540561588,0.958748253788849,1.19063013675003,1.08897638719222,0.844865360773189,0.88645838931515,0.9600491498489,1.0384187560738,1.11025760071362,0.803636435129602,0.982682868969981
282,3,2,1,-1.43442474436937,0.345763051984639,0.214599237903748,-0.131163814080891,1,1,0,0,0,1.11106806884544,1.14999414557888,1.17260394675473,0.99573155415947,1.19585830432421,0.956900992650951,1.14245999930161,0.846547110573953,1.08976709963295,1.08013614608978,0.964327946772989,1.08835779447208,1.02805013253046,0.802410910600519,1.09498934532566,0.926079995425703
283,3,2,1,-0.535498704164728,0.410247808873814,0.271396837376388,-0.138850971497425,1,1,0,0,0,1.10744844915822,0.821212907079347,1.09800619645156,0.840714806402802,0.813533130166776,1.14820655545608,0.810260939765762,1.00295049428783,1.13219033895354,1.04943530440324,1.11698851951033,1.1913442178502,0.871798722420239,1.17486210789367,0.900557903882401,0.989331960099014
284,3,2,1,-1.36258912229832,0.299194755114584,0.176251228280432,-0.122943526834153,1,1,0,0,0,1.02730894108867,0.948224214991751,0.86995968063558,1.06482443707035,1.14008620631862,1.16444229757601,1.08592774865501,0.933635782343685,1.00902178107706,1.14473871123737,1.02261185616692,0.953594085535314,0.955622927781998,0.844434932831211,0.967840522537504,1.1115662659512
285,3,2,1,-0.877080588853692,0.54851378841452,0.3850862900611,-0.16342749835342,1,1,0,0,0,0.820735509995481,0.948373305970011,1.01086119600778,0.938636236980061,1.05306108496693,0.978221502275555,1.15829760633198,1.0071084664343,1.17406884226007,0.851448366952503,1.11407681466716,1.14801725707204,1.15908969015332,1.00840928274784,1.11074585054528,0.962596710840137
286,3,2,1,-1.53821969423208,0.240690943273366,0.0511451788510291,-0.189545764422337,1,1,0,0,0,0.830056941376712,0.93406954126471,0.98190730539181,0.910114963905759,0.862388416044038,0.870250830835679,0.825969276247397,0.845533213062496,0.801045258215334,1.06517877793371,0.864045651322175,1.01846176674624,1.00682516779526,0.81434618126133,0.801462971855305,1.01908519452566
287,3,2,1,-1.1088316395525,0.149328240104866,0.0396067600577329,-0.109721480047133,1,1,0,0,0,1.15202581686732,1.15223211027728,0.881967498862256,1.04157425734588,0.9677560794052,0.836058471820928,1.09432848461699,0.838993266618824,0.870566759894997,0.900829512235705,0.847529146533231,0.801291917880969,0.885069474164033,0.887147867293336,1.08003227756825,0.937596145801898
288,3,2,1,-1.36747193890193,0.233841063747687,0.129510300926033,-0.104330762821654,1,1,0,0,0,1.18525325116226,1.03355348313896,0.89732101137832,0.885190983415109,1.08385928911506,1.14379694059426,1.06971806596474,0.848593591311492,0.946913304546413,0.971748741469243,1.09514695212287,0.884544395057605,0.898743496917759,0.802940598609738,0.966141336725319,1.001941481661
289,3,2,1,-0.62736651592253,0.568722440944531,0.317288311374888,-0.251434129569643,1,1,0,0,0,0.820029425643616,0.856184839907305,1.19201662784984,0.990742952997126,1.11784013879853,1.02786372038356,0.970688025195802,1.04958072010161,0.952309126622472,1.15022507973743,0.941100387918387,0.917686890770715,1.18363627588605,1.16058234842191,0.85050687112735,0.994812716263638
290,3,2,1,-0.409111078823143,0.451859403313541,0.220144335282694,-0.231715068030847,1,1,0,0,0,0.920663106787342,0.818271033401854,1.10305410227488,0.996296799301086,0.897983788102594,0.883256449345288,1.01281702039843,1.13024888206596,0.932508119223245,1.17682237102446,0.829471406599201,0.982684673474948,0.886776496907624,1.16524891297568,0.82194014648148,0.986308325367747
291,3,2,1,-1.43746537831105,0.274978527414885,0.127367494630021,-0.147611032784864,1,1,0,0,0,1.14333946188145,0.986306936114314,1.12226473163477,1.16599768975393,0.834754217689901,1.08999175063306,1.03996206713957,0.890694943793285,0.842875198876379,1.02562260327902,1.16202685510228,1.0827934237809,1.087712206812,0.843873056034218,0.929582978044559,0.948605792946007
292,3,2,1,-0.743516068746684,0.396476853195623,0.182946201221218,-0.213530651974405,1,1,0,0,0,0.912605494142058,1.19278172801537,1.08602274867698,0.958684352139622,0.884599080589276,1.01121363974485,0.813913777888617,1.04788348084879,0.828428800487905,1.18530376452744,0.877685671950316,0.874520386456653,0.866938879679988,0.80683058826896,1.03950778684104,0.97184974207185
293,3,2,1,-0.850379772041002,0.398955908175626,0.228922025692908,-0.170033882482719,1,1,0,0,0,0.856682085455004,0.876561862200705,0.876878466047112,1.14226426974533,1.18908356303831,1.129305570455,1.13263903215318,1.03065569082019,0.934008517820035,0.904948063578533,0.930254169903213,1.11357760014976,0.880251599909668,0.827374277848444,1.06054346642629,0.841736569811973
294,3,2,1,-1.54467645707114,0.193100908971944,0.081908086297444,-0.1111928226745,1,1,0,0,0,1.193036359423,1.07795429562717,0.87660060181499,1.08147661399944,1.16025035032961,0.852166975990849,1.13514912290099,0.90903833512549,1.06038784312612,1.17846455243577,0.86756031733196,0.922324347244287,1.15710337945501,1.041849011648,0.878436414585085,1.07116184478711
295,3,2,1,-1.17210255025513,0.301603979239764,0.170395809155506,-0.131208170084258,1,1,0,0,0,0.955170716920828,0.918374100467379,0.872136170164431,1.01439330920116,1.19262666814451,0.802343947188658,0.975235366118341,0.965144168410966,1.15835276041687,1.04435161861781,0.993813950231114,1.02966857953902,1.17619609318074,1.1321299446491,0.900278136414245,0.897187894644212
296,3,2,1,-0.809493288857228,0.438588203344208,0.309407796670185,-0.129180406674023,1,1,0,0,0,1.11293655279496,1.15523012051443,0.915925903191309,1.01991159291597,1.13853249240562,1.10230448701218,1.00298177698889,1.18343363932973,1.14273915776723,0.96353930235614,1.13542906492786,1.19828249243577,0.958237385695297,0.973140408048133,1.16559313710885,1.05989772921775
297,3,2,1,-0.615531474399953,0.608891155694939,0.39063919239418,-0.218251963300759,1,1,0,0,0,0.806974262691449,0.92764530429743,1.08175717491,0.853133831157964,1.14026778667658,1.16645269233128,0.865385156526536,1.06524781206236,0.96714663735064,1.00850484541733,0.998665811138497,0.887311694726767,0.864600180419729,0.813718167784698,1.0392360405984,1.1466215298683
298,3,2,1,-1.06420022403105,0.470696838492531,0.317947632301607,-0.152749206190924,1,1,0,0,0,1.11224390423237,0.803819703534673,1.0624251154841,1.00054599933402,1.18248056173237,1.01768631601397,1.08420659181941,1.13121290035459,1.10670602753642,0.991449426756993,1.1006516631885,0.998597103401603,0.932117716324003,0.825126703685392,1.00917610675017,1.08421219959115
299,3,2,1,-0.478615256620529,0.44618990979255,0.280220923025287,-0.165968986767262,1,1,0,0,0,0.801440514161821,1.18806665207448,0.856449215260135,0.922540836987078,1.08706566162832,1.13323102196809,1.04982822230131,1.06115770553609,1.05976478329091,0.993395747094394,1.15767777058091,0.910526649063927,0.962592994183249,1.13522999188455,0.898837101702328,0.967930525941662
300,3,2,1,-0.949730212984061,0.218290758233417,0.0978837556052286,-0.120407002628189,1,1,0,0,0,0.979291675242224,0.870938704793002,0.811375298368805,1.08469137352572,1.19797449286844,0.854593614561081,1.17557867590345,0.851172315764435,0.856136663964104,1.11299191387388,1.05155460951782,0.81545407003077,0.975757693225417,1.07841967723287,0.914353453533056,1.1158206974511
301,3,2,1,-1.46380820873631,0.200879719001156,0.0825969828712551,-0.118282736129901,1,1,0,0,0,1.1867112033187,1.02168436722715,0.879661346762356,1.10689034333889,1.01864387027198,0.944028850746596,0.967021242244567,0.928345931325316,0.835625286453785,1.14276198629636,0.907499656800957,1.05901927607826,1.18125949778365,0.949931471290056,1.11901570682272,0.945575158809575
302,3,2,1,-0.792771390719419,0.219528624644236,0.116605908952658,-0.102922715691578,1,1,0,0,0,1.18875592816548,0.92806501156856,0.868584584548821,1.01622750073283,0.894134141858786,0.966247864769009,1.1247650201552,0.89189343059549,0.924730987471482,1.0880715796045,0.999188356221503,0.989256874989389,1.0635501838984,1.18685109635732,1.1938834424725,0.861605567388913
303,3,2,1,-0.582182238505152,0.428781588185349,0.24916999149392,-0.179611596691429,1,1,0,0,0,0.989103519723472,0.883589262942339,1.05528598162964,1.08282580715618,0.884416276560471,0.826223596847565,0.80519027570436,1.01279754526522,0.829415432692368,0.898091733295771,1.14538078951959,1.1353171037095,0.966017737448167,0.989500028382764,1.1678684047512,1.15246845748509
304,3,2,1,-0.493868488558994,0.441111093221873,0.293071715089581,-0.148039378132292,1,1,0,0,0,0.831548793078352,1.14549952130358,1.05900812661263,0.976172244666277,1.12255681719742,0.82033484089123,1.06506962273047,0.860100234304816,1.11813849975167,0.994996304114691,1.17532467484393,1.13381169746612,0.873020924922376,1.05784130425935,1.03719814382168,1.05012880774996
